ProgramName|ageLimit|ProgramDescription|programCategory|timeStart|timeEnd|duration|Date
Buchające libido|18||0|23:00|0:50|0|2016-07-03
Gust na młody biust|18||0|0:50|2:05|0|2016-07-03
Upadłe aniołki|18||0|2:05|0|0|2016-07-03
Dzikie party|18||0|3:55|0|0|2016-07-03
Dzikie party|18||0|23:00|0:05|0|2016-07-01
Dajemy ciała!|18||0|0:05|1:55|0|2016-07-01
Seksowna włoska robota|18||0|1:55|0|0|2016-07-01
Edukacja Reevsa|18||0|3:15|0|0|2016-07-01
Wojenna pociecha|18||0|23:00|0:35|0|2016-07-02
Dzikie party|18||0|0:35|1:40|0|2016-07-02
Seksuologia|18||0|1:40|0|0|2016-07-02
Podwładna|18||0|3:35|0|0|2016-07-02
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-05
VIVA Dance|0||0|8:00|10:00|0|2016-07-05
100% Dance|0||0|10:00|0|0|2016-07-05
VIVA Dance|0||0|12:00|14:00|0|2016-07-05
100% Dance|0||0|14:00|16:00|0|2016-07-05
VIVA Dance|0||0|16:00|18:00|0|2016-07-05
100% Dance|0||0|18:00|20:00|0|2016-07-05
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-05
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-05
VIVA Dance|0||0|0:00|2:00|0|2016-07-05
VIVA Dance Mix|0||0|2:00|0|0|2016-07-05
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-07
VIVA Dance|0||0|8:00|10:00|0|2016-07-07
100% Dance|0||0|10:00|0|0|2016-07-07
VIVA Dance|0||0|12:00|14:00|0|2016-07-07
100% Dance|0||0|14:00|16:00|0|2016-07-07
VIVA Dance|0||0|16:00|18:00|0|2016-07-07
100% Dance|0||0|18:00|20:00|0|2016-07-07
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-07
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-07
VIVA Dance|0||0|0:00|2:00|0|2016-07-07
VIVA Dance Mix|0||0|2:00|0|0|2016-07-07
Młodzieńcze igraszki|18||0|23:00|23:30|0|2016-07-04
Wypad|18||0|23:30|0:00|0|2016-07-04
Grzeszni kochankowie|18||0|0:00|0|0|2016-07-04
Nice and naughty|18||0|0:20|0:50|0|2016-07-04
The Men 7 Show|18||0|0:50|1:40|0|2016-07-04
Pierwsze namiętności|18||0|1:40|2:00|0|2016-07-04
Młodzieńcze igraszki|18||0|2:00|2:30|0|2016-07-04
Wypad|18||0|2:30|3:00|0|2016-07-04
Grzeszni kochankowie|18||0|3:00|3:20|0|2016-07-04
Nice and naughty|18||0|3:20|3:50|0|2016-07-04
The Men 7 Show|18||0|3:50|4:40|0|2016-07-04
Pierwsze namiętności|18||0|4:40|0|0|2016-07-04
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-06
VIVA Dance|0||0|8:00|10:00|0|2016-07-06
100% Dance|0||0|10:00|0|0|2016-07-06
VIVA Dance|0||0|12:00|14:00|0|2016-07-06
100% Dance|0||0|14:00|16:00|0|2016-07-06
VIVA Dance|0||0|16:00|18:00|0|2016-07-06
100% Dance|0||0|18:00|20:00|0|2016-07-06
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-06
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-06
VIVA Dance|0||0|0:00|2:00|0|2016-07-06
VIVA Dance Mix|0||0|2:00|0|0|2016-07-06
Młodzieńcze igraszki|18||0|23:00|23:30|0|2016-07-06
Wypad|18||0|23:30|0:00|0|2016-07-06
Grzeszni kochankowie|18||0|0:00|0|0|2016-07-06
Nice and naughty|18||0|0:20|0:50|0|2016-07-06
The Men 7 Show|18||0|0:50|1:40|0|2016-07-06
Pierwsze namiętności|18||0|1:40|2:00|0|2016-07-06
Młodzieńcze igraszki|18||0|2:00|2:30|0|2016-07-06
Wypad|18||0|2:30|3:00|0|2016-07-06
Grzeszni kochankowie|18||0|3:00|3:20|0|2016-07-06
Nice and naughty|18||0|3:20|3:50|0|2016-07-06
The Men 7 Show|18||0|3:50|4:40|0|2016-07-06
Pierwsze namiętności|18||0|4:40|0|0|2016-07-06
Młodzieńcze igraszki|18||0|23:00|23:30|0|2016-07-05
Wypad|18||0|23:30|0:00|0|2016-07-05
Grzeszni kochankowie|18||0|0:00|0|0|2016-07-05
Nice and naughty|18||0|0:20|0:50|0|2016-07-05
The Men 7 Show|18||0|0:50|1:40|0|2016-07-05
Pierwsze namiętności|18||0|1:40|2:00|0|2016-07-05
Młodzieńcze igraszki|18||0|2:00|2:30|0|2016-07-05
Wypad|18||0|2:30|3:00|0|2016-07-05
Grzeszni kochankowie|18||0|3:00|3:20|0|2016-07-05
Nice and naughty|18||0|3:20|3:50|0|2016-07-05
The Men 7 Show|18||0|3:50|4:40|0|2016-07-05
Pierwsze namiętności|18||0|4:40|0|0|2016-07-05
Młodzieńcze igraszki|18||0|23:00|23:30|0|2016-07-07
Wypad|18||0|23:30|0:00|0|2016-07-07
Grzeszni kochankowie|18||0|0:00|0|0|2016-07-07
Nice and naughty|18||0|0:20|0:50|0|2016-07-07
The Men 7 Show|18||0|0:50|1:40|0|2016-07-07
Pierwsze namiętności|18||0|1:40|2:00|0|2016-07-07
Młodzieńcze igraszki|18||0|2:00|2:30|0|2016-07-07
Wypad|18||0|2:30|3:00|0|2016-07-07
Grzeszni kochankowie|18||0|3:00|3:20|0|2016-07-07
Nice and naughty|18||0|3:20|3:50|0|2016-07-07
The Men 7 Show|18||0|3:50|4:40|0|2016-07-07
Pierwsze namiętności|18||0|4:40|0|0|2016-07-07
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-04
VIVA Dance|0||0|8:00|10:00|0|2016-07-04
100% Dance|0||0|10:00|0|0|2016-07-04
VIVA Dance|0||0|12:00|14:00|0|2016-07-04
100% Dance|0||0|14:00|16:00|0|2016-07-04
VIVA Dance|0||0|16:00|18:00|0|2016-07-04
100% Dance|0||0|18:00|20:00|0|2016-07-04
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-04
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-04
VIVA Dance|0||0|0:00|2:00|0|2016-07-04
VIVA Dance Mix|0||0|2:00|0|0|2016-07-04
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-02
Ty wybierasz|0||0|8:00|12:00|0|2016-07-02
VIVA Dance|0||0|12:00|0|0|2016-07-02
100% Dance|0||0|14:00|15:00|0|2016-07-02
Club Chart|0||0|15:00|16:00|0|2016-07-02
100% Dance|0||0|16:00|18:00|0|2016-07-02
VIVA Dance|0||0|18:00|20:00|0|2016-07-02
VIVA Power Dance|0||0|20:00|0:00|0|2016-07-02
VIVA Dance|0||0|0:00|2:00|0|2016-07-02
VIVA Dance Mix|0||0|2:00|0|0|2016-07-02
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-03
VIVA Dance|0||0|8:00|10:00|0|2016-07-03
Ty wybierasz|0||0|10:00|0|0|2016-07-03
VIVA Dance|0||0|12:00|13:00|0|2016-07-03
Club Chart|0||0|13:00|14:00|0|2016-07-03
VIVA Dance|0||0|14:00|16:00|0|2016-07-03
100% Dance|0||0|16:00|18:00|0|2016-07-03
VIVA Dance|0||0|18:00|20:00|0|2016-07-03
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-03
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-03
VIVA Dance|0||0|0:00|2:00|0|2016-07-03
VIVA Dance Mix|0||0|2:00|0|0|2016-07-03
VIVA Power Dance|0||0|6:00|8:00|0|2016-07-01
VIVA Dance|0||0|8:00|10:00|0|2016-07-01
100% Dance|0||0|10:00|0|0|2016-07-01
VIVA Dance|0||0|12:00|14:00|0|2016-07-01
100% Dance|0||0|14:00|16:00|0|2016-07-01
VIVA Dance|0||0|16:00|18:00|0|2016-07-01
100% Dance|0||0|18:00|20:00|0|2016-07-01
VIVA Power Dance|0||0|20:00|22:00|0|2016-07-01
VIVA Dance Mix|0||0|22:00|0:00|0|2016-07-01
VIVA Dance|0||0|0:00|2:00|0|2016-07-01
VIVA Dance Mix|0||0|2:00|0|0|2016-07-01
Wake Me Up Before You Go Go|0||0|5:00|7:00|0|2016-07-01
Nothing But Classics|0||0|7:00|10:00|0|2016-07-01
We Are the 80s|0||0|10:00|0|0|2016-07-01
80s Vs 90s|0||0|12:00|13:00|0|2016-07-01
Smells Like the 90s|0||0|13:00|15:00|0|2016-07-01
90s vs 00s|0||0|15:00|16:00|0|2016-07-01
Flashback Fridays|0||0|16:00|20:00|0|2016-07-01
Welcome To the Weekend!|0||0|20:00|22:00|0|2016-07-01
The Rock Show|0||0|22:00|0|0|2016-07-01
Dublińskie zoo|0|Od diagnozy nieszczelności w sercu małej sumatrzańskiej tygrysicy upłynęło kilka tygodni. Od tego czasu poddawana jest fizjoterapii, mającej pomóc we właściwym rozwoju klatki piersiowej.|Serial dokumentalny|6:00|6:30|0|2016-07-06
Wodne skarby Chorwacji|0|W serialu widzowie zobaczą jedne z najpiękniejszych rezerwatów przyrody w Chorwacji. Każdy odcinek opowiada osobną historię innych skarbów, których wspólnym mianownikiem jest ich wodne pochodzenie.|Serial dokumentalny|6:30|7:25|0|2016-07-06
Planeta Europa i reszta świata|0|Niedźwiedzie, gnu i rzadkie gatunki ptaków mieszkają i polują w rozległych lasach urokliwej, skutej lodem tundry. Dokument przedstawia piękno flory Skandynawii.|Serial dokumentalny|7:25|0|0|2016-07-06
Pomocne psy|0|Psy i opiekunowie przybywają do jednej z najlepszych psich akademii szkoleniowych. Opiekunowie zostają ostrzeżeni, by nie przywiązywać się do psów, bo nie wszystkim uda się przejść szkolenie.|Serial dokumentalny|8:20|8:45|0|2016-07-06
Pomocne psy|0|W odcinku szczegóły narkotykowego szkolenia psów. Zespół wyrusza poza granice akademii, aby sprawdzić nabyte umiejętności w praktyce.|Serial dokumentalny|8:45|9:10|0|2016-07-06
Pogotowie ratunkowe dla zwierząt|0|Zwierzęta często padają ofiarą zaniedbań i okrucieństwa. W różnych rejonach Wielkiej Brytanii funkcjonują jednostki ratownicze, których zadaniem jest pomoc zagrożonym gatunkom i porzuconym zwierzętom.|Serial dokumentalny|9:10|10:00|0|2016-07-06
Wodne skarby Chorwacji|0|W serialu widzowie zobaczą jedne z najpiękniejszych rezerwatów przyrody w Chorwacji. Każdy odcinek opowiada osobną historię innych skarbów, których wspólnym mianownikiem jest ich wodne pochodzenie.|Serial dokumentalny|10:00|10:55|0|2016-07-06
Maleństwa w zoo|0|Maluchy różnych gatunków zwierząt przychodzą na świat w zoo; od młodego jawajskiego lamparta, Pelangi, po najmłodsze pociechy czarnego nosorożca.|Serial dokumentalny|10:55|11:20|0|2016-07-06
Maleństwa w zoo|0|Spotkania z kilkoma tysiącami zwierząt zamieszkujących w dwóch berlińskich ogrodach zoologicznych, od świętujących urodziny okapi z Ameryki Środkowej po australijskie emu po raz pierwszy na wybiegu.|Serial dokumentalny|11:20|11:50|0|2016-07-06
Planeta Europa i reszta świata|0|Niedźwiedzie, gnu i rzadkie gatunki ptaków mieszkają i polują w rozległych lasach urokliwej, skutej lodem tundry. Dokument przedstawia piękno flory Skandynawii.|Serial dokumentalny|11:50|12:45|0|2016-07-06
Dublińskie zoo|0|Na wysepce czerwonych lemurów kryziastych i makaków czubatych dookoła słychać tupot małych stop - na świat przyszły młode.|Serial dokumentalny|12:45|13:10|0|2016-07-06
Dublińskie zoo|0|Po napełniającej smutkiem pracowników zoo śmierci Tamu, czteromiesięcznego żyrafiątka, załoga ucieszona jest wieścią, że mama Tamu, żyrafa Maeve, urodziła kolejną żyrafkę.|Serial dokumentalny|13:10|13:35|0|2016-07-06
Pomocne psy|0|Szkolenie przebiega w centrum handlowym. Wygląda na to że przyjacielski labrador Seana, Bruno, nie potrafi wytrzymać napięcia zadania, ale Sean nie traci nadziei.|Serial dokumentalny|13:35|14:00|0|2016-07-06
Pomocne psy|0|W środku szkolenia trenerzy postanawiają przetestować umiejętności zespołu podczas prawdziwej misji w klubie nocnym. Będzie to sprawdzian zarówno dla psów jak i opiekunów.|Serial dokumentalny|14:00|14:25|0|2016-07-06
Pogotowie ratunkowe dla zwierząt|0|Zwierzęta często padają ofiarą zaniedbań i okrucieństwa. W różnych rejonach Wielkiej Brytanii funkcjonują jednostki ratownicze, których zadaniem jest pomoc zagrożonym gatunkom i porzuconym zwierzętom.|Serial dokumentalny|14:25|15:15|0|2016-07-06
Wodne skarby Chorwacji|0|W serialu widzowie zobaczą jedne z najpiękniejszych rezerwatów przyrody w Chorwacji. Każdy odcinek opowiada osobną historię innych skarbów, których wspólnym mianownikiem jest ich wodne pochodzenie.|Serial dokumentalny|15:15|16:10|0|2016-07-06
Dziki instynkt|0|Wspaniała podróż do Afryki, gdzie ponad sześć milionów lat temu żył wspólny przodek ludzi i szympansów. Podczas tej wyprawy widzowie zobaczą także oryksy i gerezy w ich naturalnym siedlisku.|Serial dokumentalny|16:10|17:05|0|2016-07-06
Podwodny raj|7|U zachodnich wybrzeży Australii znajduje się rafa Ningaloo, znana jako tereny łowieckie rekinów wielorybich. Koralowce tworzą tu środowisko życia dla małych i dużych stworzeń.|Serial dokumentalny|17:05|17:30|0|2016-07-06
Podwodny raj|7|Georgia Południowa jest ostoją wielu gatunków zwierząt. Dzięki programowi ochrony środowiska rozwinęły się tam populacje słoni morskich, pingwinów i albatrosów.|Serial dokumentalny|17:30|18:00|0|2016-07-06
Zaginiony świat Aleksandra Wielkiego|0|Australijski reporter David Adams przemierza liczący dwa i pół tysiąca kilometrów szlak, wiodący wzdłuż azjatyckiej rzeki Amu-daria, w starożytności nazywanej Oksusem, śladami Aleksandra Wielkiego.|Serial dokumentalny|18:00|18:50|0|2016-07-06
Zakazana historia|0|Jamie wyrusza do Petry, niegdysiejszej stolicy zamożnego imperium Nabatejczyków. Spotyka się tam ze jordańskim archeologiem, który przybliży widzom historię niezwykłego, starożytnego miasta.|Serial dokumentalny|18:50|19:40|0|2016-07-06
Superszpiedzy|0|Żarliwy protestant, Francis Walsingham, stał się jednym z największych w historii superszpiegów i niezastąpionym sługą królowej Elżbiety I.|Serial dokumentalny|19:40|20:25|0|2016-07-06
Dawni wojownicy operacji specjalnych|0|Odcinek poświęcony japońskim ninja wyjaśnia, jak ci wojownicy wyszkoleni w sztukach walki stali się tajną siłą najsilniejszego japońskiego szoguna.|Serial dokumentalny|20:25|21:20|0|2016-07-06
Tajemnice średniowiecznych morderstw|0|Juan Borgia był synem papieża Aleksandra VI. Za życia miał tak wielu wrogów, że po śmierci syna pogrążony w żałobie papież mógł przebierać w podejrzanych o morderstwo.|Serial dokumentalny|21:20|22:10|0|2016-07-06
Wojna secesyjna|0|Trzyczęściowy serial opowiadający o mało znanych aspektach wojny secesyjnej w Ameryce z trzech różnych perspektyw - Unionistów, Konfederatów i milionów zniewolonych ludzi walczących o wolność.|Serial dokumentalny|22:10|23:05|0|2016-07-06
Zakazana historia|0|Jamie wyrusza do Petry, niegdysiejszej stolicy zamożnego imperium Nabatejczyków. Spotyka się tam ze jordańskim archeologiem, który przybliży widzom historię niezwykłego, starożytnego miasta.|Serial dokumentalny|23:05|23:50|0|2016-07-06
Zaginiony świat Aleksandra Wielkiego|0|Australijski reporter David Adams przemierza liczący dwa i pół tysiąca kilometrów szlak, wiodący wzdłuż azjatyckiej rzeki Amu-daria, w starożytności nazywanej Oksusem, śladami Aleksandra Wielkiego.|Serial dokumentalny|23:50|0:40|0|2016-07-06
Muzeum pełne tajemnic|0|Don obejrzy drewniany detonator używany podczas napadu kolejowego, kamerę wideo która uchwyciła przedziwny fenomen oraz potężną czaszkę legendarnej bestii, która ponoć terroryzowała morskie akweny.|Serial dokumentalny|0:40|1:25|0|2016-07-06
Wojna secesyjna|0|Trzyczęściowy serial opowiadający o mało znanych aspektach wojny secesyjnej w Ameryce z trzech różnych perspektyw - Unionistów, Konfederatów i milionów zniewolonych ludzi walczących o wolność.|Serial dokumentalny|1:25|2:20|0|2016-07-06
Wyprawy w czasie|0|Przyglądając się prowadzonym wykopaliskom archeologicznym od paleolitu po czasy nowożytne serial odsłania tajemnice długiej i bogatej historii Wielkiej Brytanii.|Serial dokumentalny|2:20|3:10|0|2016-07-06
Zakazana historia|0|Jamie wyrusza do Petry, niegdysiejszej stolicy zamożnego imperium Nabatejczyków. Spotyka się tam ze jordańskim archeologiem, który przybliży widzom historię niezwykłego, starożytnego miasta.|Serial dokumentalny|3:10|3:55|0|2016-07-06
Muzeum pełne tajemnic|0|Analiza zlepka zakonserwowanych morskich stworzeń, który może stać się kluczem do wyjaśnienia tajemnicy mającej związek z Alfredem Hitchcockiem.|Serial dokumentalny|3:55|4:45|0|2016-07-06
Zaginiony świat Aleksandra Wielkiego|0|Australijski reporter David Adams przemierza liczący dwa i pół tysiąca kilometrów szlak, wiodący wzdłuż azjatyckiej rzeki Amu-daria, w starożytności nazywanej Oksusem, śladami Aleksandra Wielkiego.|Serial dokumentalny|4:45|5:35|0|2016-07-06
Dublińskie zoo|0|Żyrafa Jenny ma problematyczną narośl na kopytach. Personel zoo musi ją szybko zoperować. Podczas zabiegu dochodzi do komplikacji - okazuje się, że Jenny źle reaguje na narkozę.|Serial dokumentalny|6:00|6:35|0|2016-07-04
Planeta Europa i reszta świata|0|Lodowce Antarktydy to miejsca, które na swój dom wybrała populacja pingwinów, foki i wieloryby. Mieszka tam również wiele gatunków morskich ptaków.|Serial dokumentalny|6:35|7:30|0|2016-07-04
Planeta Europa|0|Twórcą serialu o wyjątkowych walorach wizualnych jest wielokrotnie nagradzany reżyser Kurt Mündl. Widzowie zobaczą jedne z najbardziej spektakularnych środowisk naturalnych Europy.|Serial dokumentalny|7:30|0|0|2016-07-04
Pomocne psy|0|Podczas powrotnego rejsu z Europy na pokładzie promu dochodzi do kłótni. Opiekunowie po długim rozstaniu ponownie złączą się ze swoimi psami.|Serial dokumentalny|8:20|8:50|0|2016-07-04
Pomocne psy|0|Dalszy ciąg szkolenia w niebezpiecznym środowisku. Tym razem w programie nauka wycofywania się z psami na bezpieczne pozycje podczas ostrzału.|Serial dokumentalny|8:50|9:20|0|2016-07-04
Pogotowie ratunkowe dla zwierząt|0|Zwierzęta często padają ofiarą zaniedbań i okrucieństwa. W różnych rejonach Wielkiej Brytanii funkcjonują jednostki ratownicze, których zadaniem jest pomoc zagrożonym gatunkom i porzuconym zwierzętom.|Serial dokumentalny|9:20|10:10|0|2016-07-04
Planeta Europa i reszta świata|0|Lodowce Antarktydy to miejsca, które na swój dom wybrała populacja pingwinów, foki i wieloryby. Mieszka tam również wiele gatunków morskich ptaków.|Serial dokumentalny|10:10|11:05|0|2016-07-04
Anatomia gigantów natury|0|Zespół wyrusza do Australii by poddać anatomicznym oględzinom zwierzę-symbol tego kraju - kangura. Odkryją przy tym niezwykłe fakty dotyczące narządów rozrodczych tego zwierzęcia.|Serial dokumentalny|11:05|11:55|0|2016-07-04
Planeta Europa|0|Twórcą serialu o wyjątkowych walorach wizualnych jest wielokrotnie nagradzany reżyser Kurt Mündl. Widzowie zobaczą jedne z najbardziej spektakularnych środowisk naturalnych Europy.|Serial dokumentalny|11:55|12:45|0|2016-07-04
Dublińskie zoo|0|Pojawienie się młodych w siedlisku małp mangabey wywołuje radosne podniecenie. Pracownicy zaniepokojeni są objawami kontuzji nogi tygrysa syberyjskiego.|Serial dokumentalny|12:45|13:10|0|2016-07-04
Dublińskie zoo|0|Pracownicy witają nowy dodatek do zoologicznego zbioru - parę marmozet pigmejskich.|Serial dokumentalny|13:10|13:35|0|2016-07-04
Pomocne psy|0|Ocena końcowa to 48-godzinne uczestnictwo w symulacji sytuacji w bazie, w głębi terytorium wroga. Zespół musi wraz z psami założyć obóz, monitorując jednocześnie potencjalne zagrożenie.|Serial dokumentalny|13:35|14:00|0|2016-07-04
Pomocne psy|0|Zespół, wycieńczony po intensywnych 24 godzinach spędzonych na terytorium wroga, musi eskortować członka organizacji pozarządowej do miejsca budowy drogi, czyszcząc trasę z potencjalnych min.|Serial dokumentalny|14:00|14:25|0|2016-07-04
Pogotowie ratunkowe dla zwierząt|0|Zwierzęta często padają ofiarą zaniedbań i okrucieństwa. W różnych rejonach Wielkiej Brytanii funkcjonują jednostki ratownicze, których zadaniem jest pomoc zagrożonym gatunkom i porzuconym zwierzętom.|Serial dokumentalny|14:25|15:15|0|2016-07-04
Wodne skarby Chorwacji|0|W serialu widzowie zobaczą jedne z najpiękniejszych rezerwatów przyrody w Chorwacji. Każdy odcinek opowiada osobną historię innych skarbów, których wspólnym mianownikiem jest ich wodne pochodzenie.|Serial dokumentalny|15:15|16:10|0|2016-07-04
Ekspedycja Birma|0|Ekipa próbuje ustalić, jakie gatunki zamieszkują góry. Aby uzyskać materiał filmowy na temat zwierząt trudnych do uchwycenia, na terenach górskich zostają umieszczone zdalnie sterowane kamery.|Serial dokumentalny|16:10|17:05|0|2016-07-04
Dziki instynkt|0|Wspaniała podróż do Afryki, gdzie ponad sześć milionów lat temu żył wspólny przodek ludzi i szympansów. Podczas tej wyprawy widzowie zobaczą także oryksy i gerezy w ich naturalnym siedlisku.|Serial dokumentalny|17:05|18:00|0|2016-07-04
Zaginiony świat Aleksandra Wielkiego|0|Australijski reporter David Adams przemierza liczący dwa i pół tysiąca kilometrów szlak, wiodący wzdłuż azjatyckiej rzeki Amu-daria, w starożytności nazywanej Oksusem, śladami Aleksandra Wielkiego.|Serial dokumentalny|18:00|18:50|0|2016-07-04
Zakazana historia|0|Jamie poddaje wnikliwej analizie wierzenia i dogmaty religijne. Tym razem przybliży działalność i historię Kościoła Szatana, satanistycznej grupy wyznaniowej założonej w USA.|Serial dokumentalny|18:50|19:35|0|2016-07-04
W poszukiwaniu biblijnej prawdy|0|Odkrycia w Egipcie z przełomu XIX i XX wieku zawierały dziwne zodiaki, hymny do egipskiego boga słońca i heretyczne teksty chrześcijańskie. Odkrycia te naruszyły fundamenty chrześcijaństwa.|Serial dokumentalny|19:35|20:30|0|2016-07-04
Budowniczowie zamków|12|W kolejnym odcinku zmiany w przeznaczeniu zamku, od jego roli jako twierdzy po reprezentacyjną funkcję siedziby pałacowej. Budowniczowie zamków zajęli się wymyślnym zdobieniem budowli.|Serial dokumentalny|20:30|21:20|0|2016-07-04
Ze wschodu na zachód: podróże ze środka ziemi|12|Historia narodzin i rozkwitu cywilizacji na Bliskim Wschodzie od starożytności, po czasy nowożytne i ogromnego wpływu tego regionu na Zachód.|Serial dokumentalny|21:20|22:20|0|2016-07-04
Wojna secesyjna|0|Trzyczęściowy serial opowiadający o mało znanych aspektach wojny secesyjnej w Ameryce z trzech różnych perspektyw - Unionistów, Konfederatów i milionów zniewolonych ludzi walczących o wolność.|Serial dokumentalny|22:20|23:15|0|2016-07-04
Zakazana historia|0|Jamie poddaje wnikliwej analizie wierzenia i dogmaty religijne. Tym razem przybliży działalność i historię Kościoła Szatana, satanistycznej grupy wyznaniowej założonej w USA.|Serial dokumentalny|23:15|0:00|0|2016-07-04
Zaginiony świat Aleksandra Wielkiego|0|Australijski reporter David Adams przemierza liczący dwa i pół tysiąca kilometrów szlak, wiodący wzdłuż azjatyckiej rzeki Amu-daria, w starożytności nazywanej Oksusem, śladami Aleksandra Wielkiego.|Serial dokumentalny|0:00|0:50|0|2016-07-04
Muzeum pełne tajemnic|0|Don zbada kolejno: suknię gwiazdy okrytego niesławą filmu hollywoodzkiego, kawałek szarej gliny, który zainspirował słynne amerykańskie zabawki oraz wyblakły brązowy dokument z kryminalnego archiwum.|Serial dokumentalny|0:50|1:35|0|2016-07-04
Wojna secesyjna|0|Trzyczęściowy serial opowiadający o mało znanych aspektach wojny secesyjnej w Ameryce z trzech różnych perspektyw - Unionistów, Konfederatów i milionów zniewolonych ludzi walczących o wolność.|Serial dokumentalny|1:35|2:30|0|2016-07-04
Wyprawy w czasie|0|Przyglądając się prowadzonym wykopaliskom archeologicznym od paleolitu po czasy nowożytne serial odsłania tajemnice długiej i bogatej historii Wielkiej Brytanii.|Serial dokumentalny|2:30|3:20|0|2016-07-04
Zakazana historia|0|Jamie poddaje wnikliwej analizie wierzenia i dogmaty religijne. Tym razem przybliży działalność i historię Kościoła Szatana, satanistycznej grupy wyznaniowej założonej w USA.|Serial dokumentalny|3:20|4:05|0|2016-07-04
Muzeum pełne tajemnic|0|W kolejnym odcinku poddano oględzinom niewielki szklany negatyw fotograficzny oraz specjalnie zmodyfikowaną limuzynę Lincoln Continental.|Serial dokumentalny|4:05|4:50|0|2016-07-04
Zaginiony świat Aleksandra Wielkiego|0|Australijski reporter David Adams przemierza liczący dwa i pół tysiąca kilometrów szlak, wiodący wzdłuż azjatyckiej rzeki Amu-daria, w starożytności nazywanej Oksusem, śladami Aleksandra Wielkiego.|Serial dokumentalny|4:50|5:35|0|2016-07-04
Destrukcyjne żywioły|0|Wypadek sterowca Hindenburg pozostaje w pamięci jako jedna z najbardziej szokujących katastrof w historii lotnictwa. Twórcy serialu wyjaśniają przyczyny tej tragedii.|Serial dokumentalny|5:35|0|0|2016-07-04
Dublińskie zoo|0|Pracownik ogrodu, James, zauważa, że gorylica o imieniu Mayani cierpi z bólu. Przy bliższej obserwacji stwierdza, że jego powodem są problemy z zębami.|Serial dokumentalny|6:00|6:30|0|2016-07-05
Wodne skarby Chorwacji|0|W serialu widzowie zobaczą jedne z najpiękniejszych rezerwatów przyrody w Chorwacji. Każdy odcinek opowiada osobną historię innych skarbów, których wspólnym mianownikiem jest ich wodne pochodzenie.|Serial dokumentalny|6:30|7:25|0|2016-07-05
Planeta Europa|0|Twórcą serialu o wyjątkowych walorach wizualnych jest wielokrotnie nagradzany reżyser Kurt Mündl. Widzowie zobaczą jedne z najbardziej spektakularnych środowisk naturalnych Europy.|Serial dokumentalny|7:25|0|0|2016-07-05
Pomocne psy|0|Ocena końcowa to 48-godzinne uczestnictwo w symulacji sytuacji w bazie, w głębi terytorium wroga. Zespół musi wraz z psami założyć obóz, monitorując jednocześnie potencjalne zagrożenie.|Serial dokumentalny|8:15|8:40|0|2016-07-05
Pomocne psy|0|Zespół, wycieńczony po intensywnych 24 godzinach spędzonych na terytorium wroga, musi eskortować członka organizacji pozarządowej do miejsca budowy drogi, czyszcząc trasę z potencjalnych min.|Serial dokumentalny|8:40|9:10|0|2016-07-05
Pogotowie ratunkowe dla zwierząt|0|Zwierzęta często padają ofiarą zaniedbań i okrucieństwa. W różnych rejonach Wielkiej Brytanii funkcjonują jednostki ratownicze, których zadaniem jest pomoc zagrożonym gatunkom i porzuconym zwierzętom.|Serial dokumentalny|9:10|10:00|0|2016-07-05
Wodne skarby Chorwacji|0|W serialu widzowie zobaczą jedne z najpiękniejszych rezerwatów przyrody w Chorwacji. Każdy odcinek opowiada osobną historię innych skarbów, których wspólnym mianownikiem jest ich wodne pochodzenie.|Serial dokumentalny|10:00|10:55|0|2016-07-05
Dziki instynkt|0|Wspaniała podróż do Afryki, gdzie ponad sześć milionów lat temu żył wspólny przodek ludzi i szympansów. Podczas tej wyprawy widzowie zobaczą także oryksy i gerezy w ich naturalnym siedlisku.|Serial dokumentalny|10:55|11:50|0|2016-07-05
Planeta Europa i reszta świata|0|Niedźwiedzie, gnu i rzadkie gatunki ptaków mieszkają i polują w rozległych lasach urokliwej, skutej lodem tundry. Dokument przedstawia piękno flory Skandynawii.|Serial dokumentalny|11:50|12:45|0|2016-07-05
Dublińskie zoo|0|Na wysepce czerwonych lemurów kryziastych i makaków czubatych dookoła słychać tupot małych stop - na świat przyszły młode.|Serial dokumentalny|12:45|13:10|0|2016-07-05
Dublińskie zoo|0|Kilka słonic jest w ciąży, co sprawia że pracownicy zoo mają mnóstwo pracy z przygotowaniem odpowiednich warunków do porodów.|Serial dokumentalny|13:10|13:35|0|2016-07-05
